Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,5/25/22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
France,FRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11176.41275,11579.31137,12200.16471,12779.87775,13450.61308,13938.2009,14520.90271,15101.81773,15656.83272,16644.30286,17526.4742,18312.54296,18985.76715,20033.01204,20744.7098,20416.38075,21192.45037,21826.91806,22602.29382,23308.6779,23571.76012,23708.23133,24176.31455,24343.13013,24573.93015,24832.96918,25270.01817,25769.73094,26840.04986,27854.60786,28523.57745,28663.28408,28977.26209,28670.59917,29237.70632,29746.00547,30059.69499,30653.35285,31636.56722,32551.08307,33597.36624,34015.38092,34152.36589,34190.30293,34899.87638,35213.89309,35825.74858,36468.09788,36357.32251,35131.44914,35639.80406,36245.54279,36183.48799,36205.16782,36378.61866,36652.92231,36956.7958,37694.0833,38291.86578,38912.33126,35785.96701,
Faroe Islands,FRO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52400.29728,,,,,,
Micronesia (Federated States of),FSM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,2481.863537,2453.555566,2461.414463,2491.909774,2524.947311,2644.519953,2679.787126,2827.792604,2756.201077,2908.253799,2795.529107,2622.171872,2703.571983,2751.844495,2894.64294,2963.872185,2984.066221,3034.523286,2948.723517,3022.795709,3042.158192,3012.947104,2965.738151,3014.985957,3084.75391,3166.743858,3076.165405,2923.359712,2815.497529,2906.617012,2897.417594,2941.873325,2917.242219,2921.145867,2839.388103,
Gabon,GAB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3386.615873,3849.281451,4091.595224,4288.135702,4420.929037,4713.318482,4837.259043,4936.921113,4956.041036,5246.45799,5588.876308,6046.378692,6609.731637,7151.713795,9789.873153,11437.92454,15187.64519,12984.86576,9636.759203,9454.207703,9461.339503,9698.276817,9161.217663,9426.677062,9869.408902,9382.887654,9056.254953,7298.944566,8010.996198,8457.9402,8655.53787,8937.133622,8429.548724,8530.816821,8617.555424,8815.228873,8905.025214,9181.826301,9267.869085,8235.89938,7888.062091,7866.613545,7662.455307,7646.877694,7507.13141,7504.259959,7091.720042,7301.228842,6845.944588,6634.718677,6863.538764,7086.387782,7181.21372,7304.779664,7350.051298,7384.700704,7313.139965,7145.117564,7019.827554,7116.081268,6818.496837,
U.K. of Great Britain and Northern Ireland,GBR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,14914.88076,15198.15342,15235.9237,15859.44911,16628.57608,16876.01736,17047.25246,17428.15838,18287.2057,18561.72829,19655.91197,20259.99991,21064.02939,22394.90637,21824.75956,21504.73542,22136.0261,22687.53142,23640.10723,24504.38143,23977.93242,23780.76543,24263.86114,25279.62431,25812.36211,26821.96598,27602.94391,29029.7048,30625.72334,31333.46197,31469.16129,31025.92262,31066.23555,31763.48943,32901.2473,33645.0733,34374.52022,35969.21495,36995.70943,37975.09986,39229.26846,39888.49926,40563.33732,41598.21174,42336.55418,43137.25515,43927.88602,44576.36766,44120.92954,41928.60985,42487.92541,42771.64112,43099.59735,43621.05923,44596.18975,45404.56777,46081.71529,46746.64189,47231.33689,47750.87966,43020.20346,
Georgia,GEO,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,1796.171344,1909.563435,2009.10725,2079.690101,2158.767126,2395.693638,2429.473953,2473.264368,2610.507701,2815.890727,3001.496772,3161.634331,3356.719625,3585.102725,3821.098419,3962.421628,4137.062589,4184.290111,4326.106325,4522.102147,4704.14728,4281.37404,4300.611301,4494.80885,4160.455881,3546.158025,2778.305049,1519.035322,1065.735585,969.7128847,1033.02318,1191.181062,1359.392793,1436.711916,1508.656511,1566.560257,1667.508007,1774.636442,1984.244331,2112.261319,2329.570854,2563.543091,2901.104094,2980.309535,2897.130877,3100.723427,3356.997868,3597.203764,3738.70504,3902.568799,4014.185944,4128.385603,4327.727585,4539.087522,4773.423309,4447.664251,
Ghana,GHA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1154.136722,1156.581191,1166.022965,1179.349103,1169.465014,1152.543904,1075.403458,1082.390843,1061.713867,1099.294377,1176.431495,1204.999153,1142.381604,1142.661346,1188.958209,1016.457169,960.075035,963.3675866,1025.798421,980.0976731,962.3836018,904.7609412,818.4244843,757.9190584,798.7614476,814.6128558,832.150221,847.1364371,869.4706255,887.8231267,891.3047523,911.5963092,919.9807504,937.4459884,941.781911,954.4414309,972.7305965,988.2819269,1009.472437,1028.387837,1040.634099,1056.070904,1076.915201,1105.401369,1138.65837,1175.86166,1219.562125,1240.161967,1319.173589,1348.341403,1419.120302,1579.699593,1686.069544,1767.80207,1777.096707,1774.074771,1793.180856,1896.366732,1970.260829,2053.586731,2018.624067,
Gibraltar,GIB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,526.0399486,527.2971165,543.5848216,548.3892995,555.4582785,554.0437371,556.7379074,569.4615484,576.6893925,587.6179195,597.8676047,612.5726227,618.8469134,626.9663148,628.1550971,637.4931983,657.2217812,652.7306677,655.0854792,661.1025032,654.7476882,683.9001161,696.0313211,672.6307283,689.2566887,711.9908716,737.7130522,749.8700765,759.5878624,769.2554754,830.2461639,890.7886425,920.9642433,945.7693487,984.008345,
Gambia,GMB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,610.1520982,594.2140195,633.3494932,630.6039698,650.4179608,631.3614903,614.4853241,651.4769479,668.9185326,728.5203559,757.0840537,757.4007979,778.534761,742.997687,764.2061032,765.1821165,736.3426885,790.7255316,789.923353,752.3001588,748.0875955,729.6757304,725.309843,732.6804027,727.023647,721.6147256,720.7257765,719.0705523,698.225226,682.9385402,676.8256765,688.4447922,690.9004003,712.6728013,728.7095958,746.9612603,699.9416867,724.470294,751.3963934,711.2819446,686.1299899,686.1423797,707.7285068,732.7855425,753.1767906,671.3696372,685.464249,684.0815346,654.3509339,660.7235712,653.7329927,665.2132215,692.6320982,714.0818299,692.207538,
Guinea-Bissau,GNB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,517.0411596,487.5371413,508.5938843,504.8233778,519.8348311,554.5317587,578.5985198,536.1959911,606.2591486,616.2824166,513.3623756,597.3609006,609.7020191,574.9286574,611.7782553,622.0063381,602.9874207,606.725473,620.8334077,644.3834772,668.630623,687.051252,679.0665338,677.9988269,684.6529378,700.0042168,765.7435569,799.9123204,564.242432,559.0068906,577.4856649,577.7188263,559.5562081,550.0894257,552.2847665,562.3848559,561.7350478,566.1073629,569.9528355,574.4708047,585.691609,616.6835424,590.2660564,593.4814426,583.5661262,603.3993815,624.9197523,645.3590865,637.5466812,650.0693824,619.2891578,
Equatorial Guinea,GNQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,528.4900676,528.4512267,501.6285194,486.4504802,456.7710635,485.6025501,452.5544297,455.4136414,453.3071153,434.9104834,414.4522219,397.2734465,518.0430261,556.0926749,626.4943178,709.8651917,1138.764606,2737.214596,3254.29137,3925.905528,4454.038179,6983.43907,8003.961779,8745.269113,11558.67542,12908.06387,13282.94254,14619.75061,16438.64147,15906.49659,13841.39648,14098.64642,14614.17698,13421.56576,12926.53359,11283.39805,9894.006294,8986.951035,8124.182889,7373.595179,6777.835781,
Greece,GRC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5030.743562,5650.01778,5636.945767,6281.294459,6847.469102,7549.407366,7980.604827,8364.663124,8909.084495,9903.047394,10726.80843,11517.8384,12605.85852,13564.23256,12644.29455,13323.67979,14017.1882,14242.90734,15078.29256,15380.22905,15333.02721,14960.05734,14699.71452,14456.81608,14674.19919,14984.16151,15011.99283,14623.91431,15195.67673,15691.01472,15525.9087,15816.21749,15805.73142,15461.61686,15692.08135,15946.89337,16331.18847,16979.54998,17543.3899,18013.21932,18642.88288,19312.47049,19996.63852,21104.92429,22118.25171,22185.61681,23369.353,24073.0005,23928.70939,22839.44653,21560.35335,19400.80773,18123.6711,17796.25767,18000.41846,18083.87791,18070.78073,18304.30768,18647.49572,19003.82905,17323.82277,
Grenada,GRD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,3269.111837,3486.821227,3702.97638,3665.42611,3656.846797,3704.553761,3723.654846,3760.502675,3926.31868,4199.126265,4616.064484,4815.934283,5058.943087,5294.932476,5360.838833,5276.971198,5117.094302,5145.560265,5205.823911,5398.275343,5637.545539,6271.995575,6678.085157,6976.716777,6808.700494,7015.962706,7652.850966,7578.309432,8558.828719,8194.950804,8676.507451,8735.964014,8132.780733,8057.686508,8076.82315,7934.041421,8066.552683,8601.081015,9096.538652,9380.232233,9742.603661,10109.05147,10133.1322,8703.932476,
Greenland,GRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,15375.20266,17088.70223,17731.09348,18667.33225,19533.21908,19619.81459,20747.17128,22714.66278,24179.23143,25150.01487,27005.35407,26758.58356,25327.63477,25901.50092,24280.28338,24931.52279,26551.26823,27705.09092,28883.8482,30528.83333,26805.57759,26823.40628,25544.32584,24303.92358,25604.62233,26416.54399,26772.64167,27117.40151,29169.07693,29570.9931,31614.65173,31930.62865,31475.854,32779.91562,34953.98573,36681.84375,38829.57681,39896.91687,42527.71109,42899.78883,43198.07731,42994.92382,43655.74589,43338.42902,45545.19033,44536.40131,46561.83159,46598.8233,47584.34253,48209.34916,,
Guatemala,GTM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1854.7933,1878.545649,1888.703277,2009.322277,2042.455205,2071.640714,2125.383373,2152.878044,2279.872232,2326.823374,2398.723294,2471.780133,2590.835447,2702.954282,2810.113327,2800.963748,2941.27696,3100.412668,3181.287605,3252.59064,3291.737032,3228.301792,3032.233716,2875.09603,2811.291184,2718.25708,2647.957698,2666.933516,2695.091849,2725.106751,2733.866595,2758.678826,2817.231147,2854.132997,2896.223444,2965.891791,2981.120883,3038.713505,3115.977429,3160.07953,3195.39434,3192.308607,3239.567178,3250.841126,3282.321072,3320.164071,3427.678267,3573.599636,3620.830465,3570.302838,3606.430549,3688.866164,3731.675784,3802.153802,3903.059615,3994.636913,4034.158482,4091.268,4160.071138,4254.035159,4126.205512,
Guam,GUM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30543.82383,30704.95326,32622.13369,33743.74141,32461.44849,32653.30787,33278.07334,33383.12686,34094.34882,34067.19377,34728.89371,35222.38852,35722.11434,35829.25036,35652.80476,35678.2833,35103.16184,35666.31615,31162.67596,
Guyana,GUY,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2720.911863,2764.104422,2716.229741,2320.353458,2522.152183,2728.006707,2816.1088,2888.283486,2874.154113,3032.755992,3120.607281,3178.278461,3037.655296,3041.926185,3240.998409,3478.216177,3493.017471,3363.722581,3269.926061,3184.556124,3223.593739,3265.207025,2836.2815,2651.422516,2530.224846,2607.009966,2603.781787,2651.465565,2576.699085,2466.638759,2398.292932,2539.577473,2721.537425,2922.379333,3151.856063,3299.995122,3564.854065,3799.298292,3756.303212,3888.657253,3850.817783,3946.589303,3993.524121,3966.396135,4025.190736,3944.444745,4145.784793,4443.072619,4512.38526,4681.648276,4847.43148,5088.607045,5338.712684,5505.389992,5568.218212,5576.825852,5759.691656,5945.068732,6178.889746,6478.287688,9250.301674,
High income,HIC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,11510.39171,11860.65728,12372.06875,12863.77663,13512.68871,14086.86519,14756.53612,15244.19323,15997.8078,16687.82998,17027.03638,17481.80087,18263.85284,19227.21653,19237.336,19041.98517,19853.65492,20480.07025,21176.10939,21859.86904,21950.69214,22184.81863,21985.37026,22443.34983,23336.13424,24002.08966,24628.91003,25313.7354,26343.7851,27176.0828,27805.35306,27980.10808,28423.47364,28580.24273,29302.80395,29887.49931,30597.97153,31462.92844,32156.06509,33052.73796,34200.7831,34478.36692,34791.79956,35346.47308,36300.03979,37105.05951,37987.89703,38728.54322,38563.33133,37053.19869,37907.89546,38461.37795,38764.49262,39117.20486,39720.85151,40478.26736,40980.57097,41742.44584,42524.10331,43097.49684,40961.3136,
Hong Kong,HKG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,3955.993014,4333.814537,4847.297521,5139.784296,5739.56624,5791.07492,5737.098968,5807.378732,6363.707467,6782.661496,7122.077698,7728.269448,8435.86411,8370.816388,8254.0039,9468.493939,10427.10922,11085.8056,11709.18379,12553.06951,13397.25431,13579.96909,14174.6287,15435.90543,15386.58847,16876.19351,18945.66157,20386.17606,20635.49479,21357.20931,22388.56556,23585.61854,24621.58786,25526.38042,25619.94743,25551.29111,26631.68257,24856.66692,25237.54133,26933.12024,26885.31624,27209.94693,28096.96195,30304.14436,32401.20688,34457.83319,36371.45588,36923.8554,35938.36813,38089.77894,39656.07762,39887.57824,40959.7278,41796.58925,42431.88828,43084.76508,44384.76858,45284.85959,44189.69253,41644.31644,
Honduras,HND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1212.04789,1200.518984,1234.832721,1243.811134,1274.763667,1350.885341,1382.923549,1423.376998,1473.266403,1439.747045,1448.501271,1462.508008,1501.712945,1572.495374,1507.361853,1493.582892,1600.724797,1713.356818,1760.306584,1802.474048,1758.255434,1684.271921,1599.680107,1565.842959,1615.417686,1655.965468,1693.181616,1753.130274,1732.328087,1728.697388,1726.537337,1622.315882,1672.918454,1732.13298,1687.456858,1741.666305,1724.174621,1752.476547,1764.408913,1703.041958,1777.920233,1778.350661,1797.890101,1832.809077,1899.81477,1967.217298,2048.267568,2126.491634,2168.587491,2071.770755,2106.002756,2144.69981,2191.888954,2212.660108,2240.334719,2286.203037,2334.75241,2406.747191,2457.966708,2482.120205,2223.446019,
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,698.5632272,733.0147146,737.577269,742.4127052,751.6536562,752.8570145,747.1189893,760.3534531,776.0470754,789.7272384,803.3544541,794.0767309,798.8997569,821.4342999,816.6531088,828.4540589,838.4204027,835.0493885,817.896762,798.7995302,803.768789,788.93807,773.1419178,761.4521274,752.0360341,755.5805466,759.7862111,746.4342352,740.487202,715.990762,698.6291493,672.6008661,656.3440832,637.3359671,649.8942686,664.0498698,676.1258064,680.3345012,681.9037082,681.5694425,688.4699338,691.4950773,697.7447223,716.5590683,735.6279077,757.3706513,776.9156752,798.4071466,805.3881492,830.9390371,843.9442868,852.8954884,876.8474271,902.1507383,919.2472643,933.573275,953.535252,968.0240466,983.7264613,961.3678172,
Croatia,HRV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7263.570884,7803.921968,8322.963912,8511.781858,8473.710544,8805.500395,9428.41072,9962.044867,10509.54967,10942.57241,11399.77534,11959.92321,12550.23395,12789.6358,11870.794,11748.94483,11779.52999,11546.70174,11536.86016,11543.87628,11933.37738,12441.50254,13021.67166,13519.55883,14068.04453,12984.69587,
Haiti,HTI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1729.641425,1646.647061,1742.39753,1676.635495,1617.486264,1620.983859,1580.989804,1518.13751,1537.091017,1566.555667,1548.914661,1621.2294,1609.942818,1658.627683,1724.661117,1712.920027,1822.741773,1853.562063,1928.795358,2030.962033,2133.211867,2025.624939,1908.203415,1880.543924,1842.640117,1812.053114,1763.723513,1712.661254,1680.676173,1598.703461,1583.131285,1581.290956,1468.506084,1362.53725,1177.354517,1270.12958,1298.774332,1310.082233,1315.091752,1327.289975,1315.943896,1289.343556,1281.274057,1304.128341,1266.034838,1283.897146,1285.703399,1324.870681,1338.763435,1395.705502,1296.805666,1342.543642,1329.465754,1366.992645,1370.986894,1386.854191,1393.176577,1409.632537,1414.999409,1373.883104,1311.708137,
Hungary,HUN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7592.284598,7362.524182,7328.460343,7554.775533,7677.987696,7697.525941,7955.479942,8284.998774,8563.656463,8970.511234,9357.417441,9829.027463,10259.84194,10796.76186,11282.92991,11746.63121,11797.42897,11937.04911,11167.02945,11313.52289,11556.67264,11470.40343,11709.80143,12237.31167,12720.71202,13037.96469,13630.68824,14379.4442,15041.09858,14368.69312,
IBRD only,IBD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,963.9644714,964.6111757,977.6468666,999.6646189,1055.890932,1094.796572,1128.76967,1149.416313,1190.892725,1256.174018,1322.667992,1375.247578,1433.618617,1503.896251,1555.546782,1592.939594,1657.294153,1699.614244,1733.897722,1783.490166,1834.776304,1844.269026,1863.461182,1863.632915,1920.791128,1970.743045,2016.200263,2079.706054,2125.116666,2154.560397,2159.511398,2150.967752,2153.816987,2202.881334,2251.703944,2310.737859,2405.341691,2499.552593,2531.705834,2594.035519,2714.973857,2781.105323,2877.2511,3016.08974,3214.189267,3410.456698,3655.654767,3945.192629,4139.028402,4216.898206,4503.404133,4744.772752,4946.753917,5157.964621,5351.660524,5534.678566,5738.42536,5981.067695,6217.055814,6412.33097,6269.252694,
IDA & IBRD total,IBT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,927.7197706,926.2911818,941.4619249,962.6638248,1012.202045,1046.551017,1072.040574,1080.533474,1115.809092,1178.620528,1245.084991,1294.486789,1340.724951,1400.798908,1451.437175,1475.63198,1533.001339,1569.700068,1593.389402,1634.574104,1676.563361,1676.639238,1685.648017,1677.762458,1720.122732,1761.225136,1796.602123,1847.41918,1885.634008,1906.447029,1910.308379,1899.559203,1898.220957,1931.922026,1965.383161,2011.03019,2087.178521,2160.35448,2184.093123,2230.633961,2324.624454,2376.119021,2452.836882,2561.769859,2720.097387,2875.306207,3067.746481,3293.604157,3442.514278,3502.174595,3724.14658,3905.379305,4053.950605,4214.836162,4362.466967,4494.164375,4639.728992,4816.300736,4987.563696,5125.347171,4996.586969,
IDA total,IDA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,713.2494139,704.2683485,728.4398451,745.0284447,763.2266273,776.4356685,764.3024366,720.4126742,727.897375,777.2304068,840.3557632,873.8127342,866.3777889,880.6031839,925.4930271,894.8910978,922.652604,937.531211,920.3198492,929.2145036,935.9323071,903.1046915,876.4532649,843.2988895,831.9642984,842.8575551,844.3795278,851.1909167,866.9609177,862.8726745,873.0608882,864.6600993,858.4232357,842.2797619,827.4646636,834.2407785,852.8758146,859.8663751,867.1401325,870.0726013,881.033506,897.5854289,923.4509141,945.6867006,985.3000228,1020.722906,1056.943672,1094.428191,1122.792266,1152.812498,1196.612263,1217.446937,1228.991079,1265.904234,1306.834782,1320.367091,1331.691167,1355.132605,1384.167503,1407.30749,1374.562816,
IDA blend,IDB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,937.163087,927.0232606,944.3230624,994.5467861,1020.075259,1050.797448,1021.063044,914.8619806,911.2317811,1029.552261,1184.068459,1277.737487,1295.618861,1332.752178,1408.178165,1339.148185,1382.945489,1412.101403,1360.759504,1398.378496,1430.62814,1327.489915,1272.58235,1196.468387,1179.750806,1215.045676,1213.248982,1222.514162,1263.187157,1265.054515,1309.440287,1298.920982,1301.426739,1264.337653,1242.321884,1234.215807,1258.431226,1251.204695,1252.959338,1248.309184,1263.128424,1287.28182,1346.473165,1382.779698,1452.601287,1503.679343,1553.936238,1605.178986,1631.538345,1686.972699,1746.801339,1784.854563,1823.327411,1879.88447,1944.02155,1972.077087,1959.778283,1970.366737,1996.465667,1997.881224,1928.273227,
Indonesia,IDN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,601.4469156,619.4048509,614.3141222,584.7892114,589.4168713,579.9246365,580.1523199,572.3816302,617.8494661,642.4103533,672.67672,701.0725826,730.9584141,769.9478834,807.7722973,826.8331826,862.0946145,915.010206,953.7003592,999.4712564,1072.612981,1130.870701,1129.85111,1150.843585,1204.336709,1208.116814,1253.327363,1289.572732,1338.598547,1412.315637,1487.84551,1563.295033,1636.954854,1714.877579,1815.01821,1934.123433,2054.385835,2119.918101,1815.698066,1804.705162,1867.548796,1909.291868,1968.301128,2034.761462,2108.641795,2199.093914,2289.422012,2402.667542,2513.671592,2595.298759,2720.191622,2849.354985,2980.61011,3104.348,3217.317468,3331.695115,3456.928114,3589.715543,3732.867111,3877.382977,3756.907174,
IDA only,IDX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,657.6159884,672.3396342,683.9111478,696.6119075,695.8829369,671.8682291,672.2548612,700.6119897,689.5758056,707.8830819,713.1946009,713.9122779,703.6368532,692.9134167,699.5702081,686.8567854,675.9684577,666.2724593,662.589191,665.2227986,670.1745045,670.8892656,662.6640753,652.8388217,645.4455709,634.4777081,629.593029,618.5968848,633.5078666,649.3863274,663.8545655,673.9553751,680.8625736,689.9269015,702.8209659,711.6356204,727.0419381,751.5610619,779.3253229,808.6155246,839.1884268,868.6266303,885.5872321,920.7977865,932.3329988,929.7891908,956.3018242,985.047906,990.8457394,1013.84557,1043.645069,1074.116333,1108.287149,1094.483101,
Isle of Man,IMN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,18510.08121,18453.1555,21667.58958,23354.8226,25559.64653,26782.49605,27495.38997,27686.18521,27776.87407,28431.64509,29473.59686,30540.23467,32552.91569,34889.56182,39026.29047,43753.97346,45506.46912,47491.62991,50042.63143,52668.59105,54963.48734,57642.34176,61324.67775,65025.63923,67306.10691,68015.88066,69933.08324,71304.01476,76833.19813,80538.46423,85194.62438,85126.97047,90975.3085,94883.28848,96449.33965,96105.30317,,
India,IND,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,302.6718187,307.7278964,310.3767247,322.2840611,339.2036902,323.4641091,316.6192677,334.3329556,338.4326238,352.8832057,362.9910563,360.7174613,350.5609996,353.7832651,349.7256807,372.9646205,370.5288027,388.4074749,401.3125051,371.663128,387.64086,401.4845839,405.8766459,425.4725127,431.7029959,444.2326644,455.2281617,463.05575,496.8561311,515.410609,532.75455,527.5145164,545.3994646,560.1619407,585.9646211,618.3677694,652.5660815,666.420154,694.7353031,742.6589518,757.6687472,780.606234,796.7247856,845.2748445,897.6282327,953.567973,1014.627641,1075.994087,1093.076551,1162.498808,1244.366016,1292.821206,1346.67591,1415.828722,1503.421507,1605.605445,1719.318076,1816.730876,1915.435271,1972.757821,1811.684238,
Not classified,INX,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,12017.48276,12289.85259,12894.37311,13288.3252,13626.80605,14162.67229,14145.12486,15100.72904,15957.95117,16230.65867,16539.02049,16890.02798,17113.14872,16950.7439,17579.56228,18093.01449,18007.33256,18845.07703,19913.28724,21154.68929,22926.39601,23234.82456,23848.36508,24368.40028,25669.61715,27998.81923,29826.29221,32781.23019,35282.00314,38557.44948,41623.05751,43138.61712,44918.80735,45523.05582,47731.48464,49381.77558,50462.26534,51625.27607,48313.96705,45386.40516,45932.01374,46220.81322,46001.27329,46339.4693,50010.43421,62012.48493,62568.6266,67424.22856,72607.63185,75143.01847,78732.55332,
Iran (Islamic Republic of),IRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2392.805151,2598.636839,2749.549244,2873.312286,3057.031405,3490.549917,3781.131733,4109.581656,4593.086916,5200.763174,5627.637526,6269.841756,6984.734349,7378.499213,7643.433286,7250.336766,8249.107746,7673.424484,6390.310203,5525.344328,3868.488306,3527.152541,4300.133525,4480.617884,3924.812814,3850.011196,3322.28766,3216.216399,2932.901806,3010.712561,3333.444393,3661.409788,3695.646889,3674.674877,3568.711813,3599.604811,3734.874801,3703.46556,3734.564307,3721.239253,3888.050977,3872.516816,4103.110681,4405.692458,4543.588387,4634.010618,4811.05424,5146.412623,5103.227951,5097.791086,5332.108057,5409.202243,4946.536128,4876.124506,5035.816022,4904.327315,5486.407964,5614.117876,5203.16947,4785.027876,4883.600865,
Iraq,IRQ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,1265.560616,1262.33069,1275.466977,1299.739494,1304.555951,1318.511318,1482.086811,1614.056871,1831.081423,1806.97214,2049.626151,2402.924302,2911.17782,2809.552199,2827.835662,2394.567276,2300.806213,2279.425074,2332.294368,2494.858498,2441.042278,2311.673919,3559.395823,1246.060149,1606.096695,2031.603313,2046.822024,2026.936665,2181.702755,2564.056701,3352.307837,3822.833655,4337.417172,4284.259898,3818.845368,2351.712737,3515.346792,3493.344742,3619.885906,3626.945884,3859.758174,3909.291582,4052.062613,4218.382369,4630.736522,4793.539392,4627.834818,4688.318017,5183.408969,4961.404508,4975.381048,5154.276848,4247.814412,
Iceland,ISL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34188.3821,35557.31001,37302.67172,39622.60698,40725.88604,42174.66506,43288.0763,43143.46058,43763.77561,46766.01687,48850.76586,50731.69069,53646.36902,53821.47082,49527.39883,48193.7014,48933.54566,49191.57442,50946.81626,51233.24405,52951.68151,55513.6423,56501.45768,57699.45893,57818.85946,53188.03981,
Israel,ISR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25179.96993,26008.27859,26362.15354,26847.73145,27107.22108,28747.92911,28106.94512,27492.562,27310.96594,28151.27189,28809.64251,29939.93719,31207.60199,31718.48915,31323.31201,32504.71335,33678.13146,33995.42769,34960.94336,35710.88627,35808.43643,36680.32213,37550.72769,38301.45366,38995.23045,37488.45495,
